Date,PUNJAB,HARYANA,RAJASTHAN,UTTAR PRADESH,HIMACHAL PRADESH,GUJARAT,MADHYA PRADESH,ANDHRA PRADESH,TELANGANA,KARNATAKA,BIHAR,ORISSA
2019-07-20,206,177.1,244.3,415,30.3,387.4,213.6,165.5,165.9,186.6,105.8,95.5
2019-07-21,211.6,171.5,240.5,418.2,28,339.6,209.9,164.9,170.3,168,109.9,95.3
2019-07-22,245.9,194.3,242.2,422.1,30.7,342.2,219,165.3,184.1,171.9,104.2,98.7
2019-07-23,253.7,211.3,251.4,428.8,30.4,355.4,229.2,168.2,191.1,164.5,97.4,102.5
2019-07-24,264.8,208.1,256.8,406.8,32,354.3,220.4,175.2,198.7,172.9,88.2,97.4
2019-07-25,229.6,183.2,219.3,372.2,29.5,346.8,197.9,174.1,199,163.7,90.6,86.9
2019-07-26,220.4,177.2,218.3,357.5,29.5,338.8,185.2,158.7,174.1,174.8,97.1,86.2
2019-07-27,206.3,157.8,198.7,359.1,28.9,334.6,183.2,154.9,167.8,165.4,91.9,87.9
2019-07-28,210.9,153.9,159.3,364.1,26.3,314.9,175.8,151,161.1,160.8,91.4,89
2019-07-29,231.9,180.5,175.3,399,29.4,299.5,185.1,155.2,161.3,175.2,93.5,82.6
2019-07-30,253.8,196.4,197.2,412.5,29.8,282,183.7,161.8,156.5,167.1,98.9,85.9
2019-07-31,236.4,193.9,209.8,426,27.9,269.1,183.4,169.9,169.4,182.5,106.1,89.1
2019-08-01,229.8,201.8,197.6,437.9,28.7,260.2,183.7,166,171.8,185,105.5,98.1
2019-08-02,195,192.3,197.6,428.3,28.1,273.8,189.3,153.9,152,184.7,106.7,96.5
2019-08-03,207.1,182.9,189.7,407.9,28.8,276.7,187.9,153.3,144.5,179.9,109.1,97.6
2019-08-04,218.9,178.2,191.9,417.1,26.5,263.5,188.2,152.6,150.3,157.5,111,97.2
2019-08-05,284.4,205.8,220.9,403,29.9,322.7,157.7,169.3,152.5,191.5,107.8,81
2019-08-06,271.4,210.4,218.1,364.9,29.9,321.8,154.9,179.4,150.4,183.5,101.6,79.7
2019-08-07,270,199.5,201.3,377.9,25,305.1,157.1,175.1,147.3,172.9,83.7,80.6
2019-08-08,291.7,214.9,218.1,368.4,28.1,331.7,160.3,182.5,155.9,188.5,78.9,84
2019-08-09,268.9,207.9,225.8,325.6,28.2,340.4,165.3,188.4,164.2,195.2,69.9,85.1
2019-08-10,262.6,210.1,239.7,318.3,29.8,344.5,174.2,185.9,166.6,188.8,76.5,89.5
2019-08-11,244.6,214.6,242.6,313.4,29,354.4,180.9,187.1,163.8,190,59.2,88.3
2019-08-12,256.1,206.9,211.5,449.7,29.1,270.6,195.4,186,196.4,154.5,110.7,94.1
2019-08-13,229.1,204.7,214.5,420.6,29.6,292.7,186.9,183.4,191.9,160.5,96.5,91.3
2019-08-14,233.8,192.2,207.5,393,29.4,293.4,169.4,183.6,200.8,161.3,99.9,93.9
2019-08-15,220.4,170.6,171,379.2,22.8,231.5,140.7,184.7,190.6,149.9,104.7,96.6
2019-08-16,226.5,177.7,156,377.1,26.6,258.5,149.7,183.3,213.1,164.2,108.1,103.9
2019-08-17,176.1,150.9,147.3,370.6,29.6,281.8,164.8,174,218.9,158.1,107.8,104.5
2019-08-18,124.2,125.4,163,353.2,34,282.4,169.2,164.1,217,142.7,104.9,89.8
2019-08-19,163.9,157.5,180.9,379.4,24.2,300.2,172.3,164.3,217.8,158.5,104.7,89.8
2019-08-20,192.4,176.4,196.9,388,25.7,307.4,172.8,161.9,217.9,160.1,110.7,96.4
2019-08-21,209.5,187.7,215.6,379.5,26.7,312.7,174,159.9,217.8,169,111.8,107
2019-08-22,221.9,189.8,222,372.6,27.5,313.2,173.9,160.9,204.2,168.4,114.5,99.8
2019-08-23,239.1,200.7,231.7,400.1,29.7,313.4,181,164.7,193.4,168,110.8,95.2
2019-08-24,245.6,195.7,237.9,368.5,28.7,287.5,174.5,165.4,210.6,160,100.7,94
2019-08-25,239.4,175.1,229.1,341.6,25.6,290.3,165.6,166.8,212.1,155.9,103.1,87.8
2019-08-26,245.8,186,229.7,362.8,28.7,319.9,166.9,175.5,218.1,172.7,109.4,87.6
2019-08-27,256.7,204.4,232.4,405.5,29.4,313,169.2,184.6,225.4,182.3,111.8,88.5
2019-08-28,265.3,217,221,429.1,30,302.4,175.4,187.2,235.2,186.2,115.4,84.8
2019-08-29,266.5,214.8,217.3,430.6,30.7,305.7,182.6,194.8,241.7,191.8,117.8,89.2
2019-08-30,257.9,214,212.7,431.3,29.8,316.9,185.6,190.4,239.4,192.7,117.6,94.8
2019-08-31,260.3,218.3,214.6,439.7,31.5,323.9,186.8,182.7,205.2,184.8,117.6,95.7
2019-09-01,233.4,194.6,203.9,409.2,27.7,300.1,184,167.9,170.6,172.1,117.9,96.9
2019-09-02,235.3,204.6,203.2,425.6,29.5,289.7,186.4,157.2,161.9,171.9,121.4,94.8
2019-09-03,242.9,215.7,212.6,434,30.7,297.9,185.2,153.6,168.5,174.9,117,91.1
2019-09-04,246.2,217.8,225.5,414.1,30.7,296.8,186.3,159.4,175.3,172.6,112.6,93.6
2019-09-05,214.3,208,225.7,439.6,29.9,288.7,188.2,163.6,190.3,170.5,115.3,93.6
2019-09-06,219.2,209.3,228.7,435,30.8,292.4,195.1,167.9,193.7,179.2,116.8,90.3
2019-09-07,228.4,209.1,224.7,430.1,31.1,294.3,192.3,169.6,188.3,177.7,115.6,89.4
2019-09-08,224.1,198.2,219.8,423.8,28.2,276.3,180,169.7,188.1,167.9,112.6,91.4
2019-09-09,237.2,214.1,232.7,421.3,29.9,284.7,174.7,181.9,200.5,187,113,95.7
2019-09-10,251.9,220.1,246.5,437.4,31.6,278.2,180.4,186.9,205.9,191.6,103.6,99.2
2019-09-11,255,223.2,253.5,424,31.6,277.2,179.5,186.6,206.8,189.5,109.1,98.5
2019-09-12,264.6,222.6,253,426.5,31.7,267.2,167.9,183,199.1,194.7,106.4,96.5
2019-09-13,259.7,224.4,247.4,393,30.6,282.3,162.6,184.5,199.1,193.9,102.7,98.9
2019-09-14,259,218.5,243.3,390.4,31,287.7,162.8,180.5,199.8,190.9,104.2,100.1
2019-09-15,248.8,200.9,237.1,393.1,28.7,280.1,166.2,175.6,189.3,185.5,108.6,102.8
2019-09-16,238.1,212.7,243.9,405.3,29.6,301.1,172.7,172.8,199.8,188.3,108.4,105.3
2019-09-17,239.6,209.7,245.4,393.2,30,311.6,167.7,162.7,194.5,179.8,93.4,103
2019-09-18,243,208.4,245.5,351.9,31.5,316.1,169.8,159.2,161.5,177.7,79.2,105.7
2019-09-19,224,200.4,240.5,350.6,30.5,320.2,174.1,153.8,167.1,171.9,96.1,109.6
2019-09-20,225.2,200.8,242.4,375.3,29.8,321,173.2,152.4,165.1,177.6,104.5,105
2019-09-21,227.9,196.3,237.8,378.5,31,314.9,172.9,159.3,167,180.1,98.8,93.3
2019-09-22,216.8,169.5,222.2,316.7,27,294.1,162.8,156.6,169.4,169.8,93.1,86.8
2019-09-23,213.9,179.6,225.8,326.9,29.2,317.2,164,158.1,179.5,177.3,98.1,89.7
2019-09-24,220.3,186.1,228.5,328.4,29.8,320.5,163.5,153.1,169.4,158.3,98.1,95
2019-09-25,222.9,185.6,225,335.1,30.7,312.7,166.5,153.9,153.7,159.2,89,89.4
2019-09-26,219.3,184.2,226.6,301.8,29.4,306.6,162.9,147.7,154.1,154.8,69.5,87.6
2019-09-27,197.7,179.5,222,276.3,28.7,289.4,162.4,149.7,148.7,164.7,70.4,84.1
2019-09-28,165.1,169.3,210.8,261.3,27.3,279.2,152.4,154.2,160.2,163,53,83.2
2019-09-29,122.6,143,197.9,244.4,24.5,257.9,154.1,160,166.3,156,43.5,78.9
2019-09-30,132.5,148.2,197,25.3,258.6,260,162.5,163,167.5,173.6,56.4,86.6
2019-10-01,131.5,157,199.9,26.5,284.2,268.3,159.6,168.8,173.4,176,69.9,78.8
2019-10-02,130.3,145.3,187.7,23.9,281.4,275,154.3,167.7,166.7,157,76.2,78.4
2019-10-03,137.9,151.9,189.9,26.4,298.6,294.1,161.1,168.1,173.2,163.5,82.3,82.4
2019-10-04,135.8,141.4,186.9,26.4,310,301.2,168.6,164.9,176.9,162.4,87.7,84.3
2019-10-05,139.3,143.8,195.2,26.9,319.5,305.6,170.7,163.3,177,156.7,88.2,85.7
2019-10-06,141.1,142.9,185.4,25.6,326.7,290.5,170.2,160.7,174.3,138.7,93.7,82.1
2019-10-07,148.4,147.8,182.5,26.7,322.2,299.3,172,158.5,176,136.3,94.4,79.7
2019-10-08,133.1,135.6,184.7,22.4,311.2,281.6,167.8,154.8,164,137.1,86.3,77.2
2019-10-09,148.4,148.9,193.7,25.9,325.9,307.2,173.2,158.4,166.7,145.7,81.3,76.7
2019-10-10,154.6,155.6,197.7,27.2,332.7,327.4,178.6,159.6,168.6,153.5,91.3,78.3
2019-10-11,155.3,158.2,201.4,27.8,329.4,329.8,180.5,159.1,165.9,156.5,93,90.7
2019-10-12,152.6,157.5,202.7,27.6,323.1,333.3,178.8,160.6,160.2,155.1,93.6,86.2
2019-10-13,140.8,146,202.3,25.6,316.4,320.9,178.2,162.2,163.9,147.2,92,87.6
2019-10-14,146.2,155.4,206.5,27.4,324.6,341.8,181.8,165.1,175.4,160.2,92.9,89.9
2019-10-15,151.2,157.7,211.2,26.8,326.3,348,184.5,164.4,179.7,160.7,92.2,84.4
2019-10-16,141.5,157.5,213.1,28.1,330.1,357.3,185.5,156.5,180.8,158.1,93.3,80.8
2019-10-17,138.5,156.1,215.5,28.1,327.3,360.1,187.7,152.3,173.4,161.8,95,81.5
2019-10-18,118.8,145.9,213,28.1,323.6,364.7,187.1,154.9,163.4,162.5,95.5,81.7
2019-10-19,118.9,142.9,208.4,27.8,316.5,362.1,182.7,155.4,147.6,154.6,88.1,88
2019-10-20,110.9,137.5,202.2,23.7,299.3,343.1,168.1,149.7,142.9,138.3,83.8,90.4
2019-10-21,113.4,125.5,203.1,26.6,296.7,351.2,171,152.5,143.2,146,84.4,83.8
2019-10-22,119.7,132.4,202.6,27.2,290.5,347.8,169.7,146.7,146.8,146.2,82.6,85.8
2019-10-23,124.5,137,200.6,27.8,286.8,337.8,164.3,144.4,146.2,147.4,80.2,79.8
2019-10-24,125.7,137.9,202.3,27.4,286.7,327.4,164.9,146.6,145.2,147.2,74.1,70.8
2019-10-25,122,134.7,204.3,27.6,302.9,312.7,171.3,151.4,149.4,141.8,70.3,70.5
2019-10-26,117,124.8,197,25.2,287.8,279,170.3,149.8,149.4,140.1,71.1,73.9
2019-10-27,90.7,104.3,185.3,17,290,233.3,162.8,146.1,141.9,132.6,77.9,76.1
2019-10-28,92,96.2,175.3,260.1,17,215.2,154.6,152.8,144.5,128.2,79.7,76.6
2019-10-29,105.8,105.6,188.1,262.8,21.5,229.6,156.5,156.7,145.3,133.8,80,77.4
2019-10-30,110.1,116.2,201.3,268.2,25.2,234.9,166,149.8,145.8,136.9,79.4,80.1
2019-10-31,112.4,119.5,209.7,273.2,26.4,261.5,175,148.7,148.6,146.8,82.6,78.3
2019-11-01,111.3,122.5,210.8,276.9,27.1,282.1,180.7,153.8,150.8,121,82.7,83.3
2019-11-02,108.5,117.4,205,281.4,26.7,278.5,184,155.2,150.5,142.8,79.5,84.1
2019-11-03,98.8,104.3,202.4,268.8,24.9,261.9,181.7,157.5,147.6,141.7,77.9,84
2019-11-04,106.4,115.6,212.7,274.4,26.4,284.8,189.7,164,156.4,159.9,79.4,78.9
2019-11-05,106.4,118,215.9,270.5,27.2,289.3,196.9,167.9,159.5,165.2,75.1,75.9
2019-11-06,106.7,119.6,218.6,272.9,27.9,293.8,203.4,173.5,162.4,171.6,74,74.4
2019-11-07,95.3,112.8,207.9,265.5,26.5,285.2,199.3,173.5,159.2,171.4,74.4,71.2
2019-11-08,99,114.7,210.7,265.7,27.2,285.4,196.2,171,161.8,168.5,74.6,66.3
2019-11-09,101.7,114.3,215.6,270.7,27.4,292.8,202.3,164.9,157.3,166.9,75.7,60.4
2019-11-10,94.2,102.6,211.3,260.4,25.9,287.8,204.4,165.1,155.8,155.8,75.8,72
2019-11-11,99,107.9,212.4,269,27.3,308.7,209.1,173.2,160.5,168.5,74.8,73.3
2019-11-12,98,114.1,214.4,267.4,26.8,314.2,214.7,176,174.7,173.2,71.3,78.4
2019-11-13,102.6,113.3,215.3,268.7,27.9,314.5,218.5,173.3,176.6,177.3,69.1,70.4
2019-11-14,104,114,196.9,276.1,28.5,309.8,221.1,171.9,183.5,175.6,69.7,65
2019-11-15,101.8,114.4,194.3,277.4,27.8,307,222.6,165.5,194,172.8,72.7,65.2
2019-11-16,101.3,110.5,200.5,272.1,27.6,313.7,224.7,168.3,192.5,172,71.2,66.7
2019-11-17,93,101.8,203.7,257.1,25.3,299.7,227,168.3,189.2,164.1,69.4,64.2
2019-11-18,100.8,111.4,208.2,264.6,27.3,316.8,232,175.1,191.5,180.4,68.6,66.7
2019-11-19,100,115,211.8,268.3,27.4,318.5,235.2,173.8,190.6,183.5,67.8,73.6
2019-11-20,105.3,114.6,214.7,266.3,27.7,318.6,238.4,167.6,194.8,186.2,67.5,74.9
2019-11-21,104.4,116.7,215.5,266.6,27.9,326.4,240.6,168.6,197.2,186.2,68.2,74.8
2019-11-22,106.3,116.3,218.7,265.9,27.3,334.4,244,169.6,190.4,186.4,68.7,74.1
2019-11-23,102.7,114.6,220.6,260,28.2,331.3,245,169.3,177.5,188,67.6,73.8
2019-11-24,98.9,105.6,215,255.2,25.7,321.7,246,167.3,174,176.5,67.8,72.1
2019-11-25,101.7,114.5,216.7,260.8,27.9,334.9,248.2,169.5,178.7,196.3,66.6,72.1
2019-11-26,100.3,114.2,214.5,258.2,28.4,339.2,250.9,169.5,180.8,182.1,68.3,74.4
2019-11-27,98,108.2,218.6,258.4,28.6,336.5,253.4,169.9,170.8,185.8,68.7,73.8
2019-11-28,99.4,100.3,213,238.2,28.2,334.7,252.8,168.6,169,190.8,69.3,74.5
2019-11-29,102.8,109.9,212.3,236.2,29.2,336.7,250.3,167.7,168.6,195.3,69,74.9
2019-11-30,101.4,108.5,213.3,240.5,29.1,333.5,250.7,170,167.3,190.9,69,77.5
2019-12-01,92.9,97.7,210.3,232.6,25.8,318.3,246,151.7,159.2,162.3,66.8,83.8
2019-12-02,100.2,109.1,210.4,240.5,28.3,330.3,248.2,151.6,157.3,167.4,65.3,85.4
2019-12-03,102.1,115.8,217.5,239.9,28.4,331.3,250.3,152.6,156,165,66.1,86
2019-12-04,107.9,118.6,220.4,245,29.6,330.8,251.9,153.2,165.9,172.9,65.1,79.4
2019-12-05,112,119.4,222.7,250.4,29.9,336.3,253.1,156.4,172.5,174.5,66.2,75.1
2019-12-06,114,121.6,225.4,249.4,30.4,331.9,253.3,156,181.5,179.9,67.6,75.8
2019-12-07,113.8,120.5,223.2,248.3,30,325.8,255.1,155,181.7,177.1,66.8,74
2019-12-08,108.5,109,219.8,242.3,26.4,312,252.3,150.3,175.6,169.7,67.6,73.8
2019-12-09,110.7,118.4,222.6,244.7,29.4,328.8,253.5,155.9,182.7,184.5,67.6,75.1
2019-12-10,114.1,122.1,228.8,249.2,29.7,335.5,256,159.7,187.2,188,70.3,76.7
2019-12-11,110.8,121,229.9,253.4,30.3,332.2,257.5,163,192.7,196.1,67.9,76.5
2019-12-12,97.8,111.3,211.8,239.8,31.2,325.9,243.8,160.7,197.3,196.6,69.1,76.4
2019-12-13,94.7,95.7,202.2,186.8,29.2,319.3,211,159.3,199.6,204.2,53.8,76.2
2019-12-14,103.7,110.4,211.4,229.9,29.3,317.1,228.5,156.6,200.1,197.7,54.9,79.8
2019-12-15,97.2,101.7,212.7,234.2,27.6,299.5,220.9,154.2,199.6,178.7,63.9,75.8
2019-12-16,103,114.3,217.9,243.5,29.7,307.5,221.8,155.9,204.5,195.5,64.1,68.4
2019-12-17,105,119.2,222.5,253.5,30,309.1,223.8,158.2,208.6,198.9,65.4,68.9
2019-12-18,109.4,120.7,223.2,263.3,31.5,316.4,224.1,160.2,211.7,196.4,71,69.3
2019-12-19,107.5,122.4,227.8,266.5,31.1,329.4,230.9,166.5,215.6,202.9,67.3,66.7
2019-12-20,114,125.4,234.8,271.7,30.4,332.8,236.3,167.6,214.2,204.9,71.7,67
2019-12-21,114.7,124.1,233.4,267.8,30.3,329.7,239.5,167.4,216.1,202.6,71.5,65.8
2019-12-22,111.3,115.8,227.9,266.1,28.2,316,240.9,164.8,216.4,192.6,73.4,66.4
2019-12-23,112.8,125.5,232.5,280.7,30,326.4,246.6,166.1,218.6,203.7,72.2,65.7
2019-12-24,118.6,131.1,232.8,276.6,30.4,329.8,239.7,167.7,223.4,209,71.6,66.9
2019-12-25,121.2,132.1,235.6,277.3,30,325.4,237.4,164.5,225.7,204.1,75.4,65.6
2019-12-26,123.3,134.5,232.7,293.2,30.6,324.4,242.8,168.2,222.7,207.2,75.2,65.3
2019-12-27,120.9,133.6,235,304.8,30.4,320.9,245.1,172.6,225.7,211.6,77.7,66.2
2019-12-28,122.1,133,234.6,297,30,317.6,246.2,170.1,208.3,208.1,76.1,70.3
2019-12-29,113.8,124.6,231,308,27.5,306.7,246.9,163,204.8,193.3,80.2,71.6
2019-12-30,119.9,130.3,234.1,313.9,30,319.5,253,164.6,204.2,206.3,82.3,70.2
2019-12-31,121.9,133.5,240.2,311.8,30.1,316.7,253.6,170.1,204.5,212.2,82,67.9
2020-01-01,118.8,128.2,239.8,320.7,30.1,301.9,239.3,165.2,201.2,205.3,82.9,66.3
2020-01-02,121,127.5,239.1,299,30.2,313.2,228.2,167.4,201.7,212.4,77,65.8
2020-01-03,121.4,132.6,240.4,286.8,31,320.7,227.4,171.2,194.9,217.5,76.4,62.9
2020-01-04,118,132.1,241.9,294.2,30.1,319.4,230.3,166.4,191.9,217.4,75.3,64
2020-01-05,107.5,121.4,237.2,289.4,29.2,307.9,228.8,160.8,190.8,201,76.2,63.6
2020-01-06,108.2,125.7,240.7,294,30.8,318.9,238.3,161.9,201,213.2,80.1,64.2
2020-01-07,112,124.7,242.6,292.3,31.3,324.5,242.4,161.3,209.3,215.4,79.7,66
2020-01-08,112.6,120.2,239,269.2,27.9,320.9,227.7,166.8,209.4,216.7,79.5,64.6
2020-01-09,113.5,126.5,231.5,276.6,28.8,317.8,231.1,168.6,212.1,225.6,70.5,65.2
2020-01-10,113,129.7,243.4,295.1,30.2,313.9,236.6,171.5,210.3,226.8,80.2,65.4
2020-01-11,111.8,128.5,237.6,288.3,30.3,327.6,239.8,171.3,212.3,222.3,79.9,65.2
2020-01-12,103.6,114.1,240.4,288,28.4,326.9,243.1,170.8,210.1,207.3,82.1,65
2020-01-13,96.1,120.7,226.5,296.5,28.4,324.1,245.5,170.4,211,222.7,83.8,66.2
2020-01-14,105.4,123.2,226.8,289.5,28.7,257.6,247.7,166.7,211.4,230.7,82.5,68.2
2020-01-15,111.4,127.7,233.3,284,30.7,273.3,236.9,156,201.5,220.5,80.7,67.8
2020-01-16,112,125.3,225.9,253.9,31.1,309.7,214.5,153.7,200.8,227.3,77.1,65.6
2020-01-17,111.6,125.3,228.1,260.9,31.1,322.9,225,167.5,209.8,233,74.2,67.9
2020-01-18,110.4,126.1,230.2,279.8,31.3,322.1,230.2,169.5,209.8,228.3,73,68.4
2020-01-19,104.6,115.6,228.2,271.3,28.7,313.5,229.3,170.2,208.6,192.3,75,68.4
2020-01-20,105.1,126.4,234.2,281.2,32.2,324.8,235.9,177.3,211.8,233.6,78.2,69
2020-01-21,106.5,129.6,240.4,283.7,32.8,327.1,243.1,180.6,216.6,233.8,79,68.4
2020-01-22,111.2,130.3,238.7,283.2,31.3,329.1,242.1,182.4,216.3,234.8,81.6,70.3
2020-01-23,111,129.6,238.6,270.6,31.6,337.6,242.8,184.3,218.9,233.2,79.4,71
2020-01-24,112.9,131.6,237.6,283.9,32.1,341.5,250.7,182.8,217.2,233.6,79.7,69.5
2020-01-25,114.3,130.9,245.5,284.6,30.1,339.1,255.7,183,213.6,228.6,78.7,70.4
2020-01-26,99.3,116.7,231,282.3,26.6,312.7,254.5,178.7,208,214.7,82.8,70.1
2020-01-27,107.5,123.5,238.4,281.2,28.4,332.4,255.7,182.9,215,228.3,79.9,70.1
2020-01-28,102.9,116.3,240.6,270.4,28.6,338,258.5,187.8,218.5,233.3,80.6,71
2020-01-29,104.2,123.1,240.9,271.8,29.2,330.5,259.6,191,219.7,235.8,76.8,71.5
2020-01-30,106.9,124,240.9,271.2,30.8,327.8,258,191.8,219.4,239.4,80.6,71.2
2020-01-31,111.2,125.6,243.6,282.1,31.8,330.4,262.8,190,224.4,240.7,78.9,70.1
2020-02-01,111.6,124.7,243.7,276.9,30.8,324,264.8,188.6,210.8,233.8,76.8,70.1
2020-02-02,106.1,116.3,242.5,276.8,27.7,316.4,265.1,182.7,204.6,217.7,78,75.1
2020-02-03,113,123.6,245.1,283.5,30.2,332.1,270.1,184.4,208.6,233.6,77.3,76
2020-02-04,120.2,128.5,249,287.4,30.7,333.9,265,180.6,215.2,233.9,77.8,69.9
2020-02-05,120.5,131.6,250.3,290.9,30.1,332.6,262.7,184.6,228.9,239.1,77.4,68.9
2020-02-06,123.8,131.6,251.7,292,30.5,337,267.7,189.5,226.2,239.5,77,71
2020-02-07,126,133,249.7,295.5,31.1,337.3,267.7,188.1,226.7,238.3,79.6,72
2020-02-08,127.2,131.6,247.4,295.4,30.3,333.9,266.9,187.4,220.6,230.7,76.4,77
2020-02-09,121.6,122.9,243.3,286.3,27.5,318.9,261.6,180.5,192.9,214.3,75.9,84.3
2020-02-10,130.1,131.9,243.3,290.4,28,329,267.4,180.7,192.4,231.5,77.5,80.6
2020-02-11,129.2,136.6,248.1,295.5,29.2,343.5,269.9,184.5,210.8,233.9,77.6,80
2020-02-12,134.2,137.8,249,288,28.8,341,271.4,186.4,216.8,237.7,77.1,77.8
2020-02-13,131.3,136.9,249,282.1,27.1,348.6,271.8,187.8,223,240.9,76.1,78.5
2020-02-14,131.4,136.8,248.1,273.9,27.2,348.7,271.4,189,225.7,244.6,75.6,73.6
2020-02-15,132.6,136.2,249.3,278.7,26.6,347,269.4,189.7,236.2,242,74.8,71.2
2020-02-16,126.9,129.1,245.5,286.6,25.2,335,265.3,189.7,235.6,225.3,77.4,71.1
2020-02-17,130.8,138.4,247.1,289.7,27,352.8,270.2,193.5,247.4,240,75.3,71.6
2020-02-18,129.7,142.3,250.9,292.4,26.9,353,272,197.3,252.5,244.1,74.8,71.1
2020-02-19,120.4,138.8,250.6,291.2,28,356.3,272.3,198.1,254.3,247.8,76.1,73.3
2020-02-20,110.3,127.1,246.9,279.7,26.9,363.5,271.7,197.4,250.3,246.6,76.5,74.6
2020-02-21,105.7,107.8,248.9,234.2,26.2,334.7,264.2,194.6,254.3,243.4,76.2,71.5
2020-02-22,118,115.6,247.3,247.1,26.8,349.9,255.9,194.6,252.2,236.8,64,71.6
2020-02-23,114.3,112.1,236.3,250.7,25.8,341.7,252,191.3,249.5,230,70.2,70.6
2020-02-24,121.8,120.5,242.6,259.9,27.5,356.3,252.2,195,255.1,242.7,64.5,70.3
2020-02-25,124.8,124.7,244.8,250,28.9,354.7,249.8,197.6,255.2,250.1,61.2,71.7
2020-02-26,124.9,124.8,245.1,257.7,29.2,347.2,250.4,201.2,253.3,249.6,63.8,70
2020-02-27,121.8,123,245.7,250.6,29.1,344.5,250.6,199,249.7,252,69,67.5
2020-02-28,113,123,246.2,274.9,28.8,362,252.9,200.7,254,253.3,69.8,69.5
2020-02-29,96.9,108,236,247.3,27.9,361.6,248.3,200.8,255.9,248,68.2,69.2
2020-03-01,97.8,94.5,230.1,215.8,25,346.4,222.4,194,247.7,224.3,70.8,67.4
2020-03-02,111.2,110.4,236.5,250.8,27.5,360.1,226.7,195.3,248.6,237.2,72.1,72.4
2020-03-03,116.5,119.5,244.7,257.1,28.4,363.1,234.3,195.9,254,245.1,73.1,71.6
2020-03-04,114,114,225.9,250,28.2,356.5,232.1,201.2,254.1,244.5,73.5,69.9
2020-03-05,101.7,97.2,215.6,230.3,29.4,354.3,232,199.5,247.3,251.9,73.5,69.3
2020-03-06,91.6,87.6,153.3,209.5,29.6,345.3,220.7,194.7,244.1,248.5,67.3,67.8
2020-03-07,97.3,99.1,193.9,218.8,30.5,344,221.5,185.7,237.6,247.7,64.8,68.6
2020-03-08,93.8,93.2,201.1,232.1,27.5,335.6,221,182.4,226.7,237.4,71.1,71.4
2020-03-09,92.2,89.9,198.2,230.7,26.4,323.8,223.3,187.7,220.8,253.3,67.3,73.1
2020-03-10,69.5,69.1,173.4,223.1,19.7,253.8,195.8,189.2,222.6,248.6,66.1,72.4
2020-03-11,78.1,77.1,170.6,205.3,23.4,286.4,194.5,192.3,234.2,255.2,65.6,74.9
2020-03-12,91.1,92.6,193,214,24.3,323.3,202.6,197.4,235.4,257.9,69.3,75.8
2020-03-13,92.5,100.7,206.4,207,23.8,331.2,203.6,200,233.4,259.2,66.9,76.4
2020-03-14,96,103.4,209.3,213.3,25.5,333.1,199.1,198.5,235.9,253.5,52.5,78.1
2020-03-15,89.2,95.8,205.8,214.4,22.7,321,200.1,196.1,234.4,239,66.8,75.4
2020-03-16,95.3,105.7,205.6,232.8,24.6,338,202.7,201.2,241.2,255.6,71.7,79.4
2020-03-17,96.5,111.5,213.6,240.9,24.1,349.9,205.4,205.1,247.4,256.9,72,79.6
2020-03-18,102.4,115.1,215.2,249.9,24.7,355.9,203.4,204.3,256.2,256,73.4,80.3
2020-03-19,103.9,116.2,216.8,256.7,24.7,364.5,200.5,201.3,247.4,258.6,74.1,69.3
2020-03-20,105.6,117.4,210.3,263,21.5,362.3,195.1,198.5,236.7,251.1,75.2,64.8
2020-03-21,105.7,115.1,202.4,255.7,21.1,357.9,191.5,192.9,236.8,244.8,68.6,71.6
2020-03-22,86.3,93,178.7,240.8,13,282.4,182.1,176.7,219.7,226.4,68.2,66.5
2020-03-23,86.3,93,178.7,240.8,18,282.4,182.1,176.7,219.7,226.4,68.2,66.5
2020-03-24,74.7,92,171.9,247.4,20.5,291,183.4,181.4,224.9,238.3,63,69.1
2020-03-25,69.6,85.9,171.4,241.6,15.6,263,178.9,175.4,210.7,231.2,69.9,74.7
2020-03-26,63.1,76.7,161.2,239.9,12.8,238.2,160,162.1,207.4,214.9,72.7,79.1
2020-03-27,66.9,74.9,127.9,238.9,12,207.5,150.3,159.7,202.5,213.6,73.3,82.7
2020-03-28,57.6,65.9,105.8,217.3,12.9,192.3,131.8,160.4,202.7,217.4,76.3,80.7
2020-03-29,60,66.5,131.8,220.4,12.7,203.5,150.4,160.4,206.5,215.7,65.3,80.1
2020-03-30,60,66.5,131.8,220.4,12.7,203.5,150.4,160.4,206.5,215.7,65.3,80.1
2020-03-31,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-01,63.6,66.7,141.3,234.8,13,217.1,158.9,164.2,204.8,221.6,71.2,77.3
2020-04-02,63.5,66.8,145.1,241.2,12.6,221.5,162.7,163.7,200.5,220.7,77.4,73.2
2020-04-03,68,71.3,147.7,246.2,12.4,224,165.5,165.8,202.4,226.7,78.3,72.8
2020-04-04,72.1,77.3,149,241.2,13.3,229.7,165.4,165.2,194,226.2,76.1,70.7
2020-04-05,70.5,71.2,148.9,241.3,12.5,232.2,165.8,163.2,189.8,228.8,75.1,70.3
2020-04-06,75.8,75.8,149.5,241.4,12.4,240.2,166.2,164.1,189.5,199.8,73.4,71.4
2020-04-07,69.6,73.2,148.6,249,12.6,242.8,169,160.3,164.2,182,76.5,69.4
2020-04-08,72.4,70.3,150.1,248,13.3,241.1,168.2,155.6,165.4,187.8,79.1,63.8
